path,class,split,source
ml\data\processed\train\no_damage\synthetic_no_damage_01082.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01083.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01084.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01085.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01086.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01087.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01088.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01089.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01090.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01091.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01092.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01093.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01094.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01095.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01096.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01097.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01098.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01099.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01100.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01101.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01102.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01103.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01104.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01105.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01106.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01107.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01108.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01109.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01110.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01111.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01112.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01113.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01114.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01115.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01116.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01117.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01118.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01119.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01120.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01121.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01122.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01123.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01124.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01125.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01126.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01127.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01128.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01129.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01130.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01131.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01132.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01133.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01134.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01135.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01136.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01137.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01138.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01139.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01140.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01141.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01142.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01143.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01144.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01145.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01146.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01147.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01148.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01149.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01150.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01151.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01152.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01153.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01154.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01155.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01156.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01157.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01158.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01159.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01160.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01161.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01162.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01163.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01164.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01165.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01166.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01167.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01168.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01169.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01170.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01171.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01172.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01173.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01174.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01175.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01176.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01177.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01178.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01179.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01180.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01181.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01182.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01183.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01184.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01185.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01186.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01187.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01188.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01189.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01190.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01191.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01192.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01193.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01194.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01195.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01196.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01197.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01198.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01199.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01200.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01201.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01202.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01203.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01204.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01205.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01206.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01207.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01208.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01209.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01210.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01211.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01212.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01213.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01214.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01215.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01216.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01217.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01218.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01219.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01220.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01221.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01222.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01223.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01224.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01225.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01226.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01227.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01228.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01229.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01230.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01231.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01232.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01233.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01234.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01235.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01236.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01237.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01238.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01239.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01240.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01241.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01242.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01243.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01244.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01245.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01246.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01247.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_01248.png,no_damage,train,synthetic
